,time,order,order_kind,function_code,order_price,order_volume
5182,104802650,8705829,0,B,22400,10000
5183,104803130,8706178,0,S,22600,4500
5184,104803160,8706196,0,B,22600,1700
5185,104808570,8710817,0,B,22600,500
5186,104809580,8711504,0,S,23500,17000
5187,104809650,8711558,0,B,22500,1800
5188,104809720,8711624,0,B,22600,800
5189,104812160,8713817,0,B,22400,1800
5190,104812820,8714412,0,B,22400,800
5191,104813600,8715113,0,B,22600,9100
5192,104814510,8715796,0,B,22500,2000
5193,104815890,8716964,0,B,22500,28000
5194,104819710,8720071,0,B,22700,1100
5195,104820130,8720414,0,B,22400,1500
5196,104820740,8720860,0,B,22600,700
5197,104820770,8720881,0,B,22500,10000
5198,104821580,8721448,1,S,0,700
5199,104821590,8721451,0,B,22500,700
5200,104821590,8721452,0,B,22500,700
5201,104821590,8721453,0,B,22500,700
5202,104821590,8721454,0,B,22500,700
5203,104821600,8721460,0,B,22500,700
5204,104821600,8721461,0,B,22500,700
5205,104821630,8721500,0,B,22500,700
5206,104821630,8721503,0,B,22500,700
5207,104821640,8721508,0,B,22500,700
5208,104821640,8721509,0,B,22500,700
5209,104821640,8721510,0,B,22500,700
5210,104823380,8722931,0,B,22500,1000
5211,104826430,8725454,0,B,22400,4000
5212,104831310,8729128,0,B,22500,17000
5213,104831810,8729514,0,B,22600,900
5214,104833120,8730412,0,S,23000,5000
5215,104835100,8732230,0,S,22700,537700
5216,104839100,8735218,1,S,0,3300
5217,104839140,8735251,0,B,22500,1100
5218,104840820,8736761,0,B,22600,1100
5219,104842900,8738271,0,B,22600,800
5220,104843770,8739162,0,S,22600,33200
5221,104843800,8739177,0,S,22600,15800
5222,104844410,8739627,0,S,22600,900
5223,104844640,8739733,0,S,22600,2900
5224,104845230,8740166,0,S,22600,5000
5225,104845840,8740713,1,S,0,1400
5226,104845850,8740718,0,B,22500,1400
5227,104845850,8740719,0,B,22500,1400
5228,104845850,8740720,0,B,22500,1000
5229,104845850,8740721,0,B,22500,1300
5230,104845850,8740722,0,B,22500,1400
5231,104845860,8740743,0,B,22500,1400
5232,104845870,8740761,0,S,22600,6400
5233,104845920,8740808,0,S,22600,1800
5234,104848540,8742903,0,S,22600,900
5235,104849540,8743809,0,B,22400,1000
5236,104851920,8745788,0,B,22500,16200
5237,104853790,8747207,0,B,22600,700
5238,104855270,8748557,0,B,22500,2400
5239,104855460,8748730,0,S,22400,33300
5240,104856510,8749505,0,B,22500,4000
5241,104857030,8749864,1,S,0,700
5242,104857750,8750371,0,B,22400,13500
5243,104900570,8752486,0,B,22500,2200
5244,104901800,8753692,0,B,22600,10000
5245,104904780,8755986,0,B,22600,800
5246,104904810,8756007,0,B,22500,1200
5247,104905790,8756650,0,S,22600,10000
5248,104905960,8756785,0,S,22800,2000
5249,104907270,8757829,0,S,22800,4000
5250,104907690,8758216,0,B,22400,20000
5251,104915490,8764275,0,S,23000,7000
5252,104915640,8764416,0,B,22600,800
5253,104915760,8764529,0,B,22600,1500
5254,104915810,8764585,0,B,22500,53900
5255,104917280,8765782,0,S,22800,10000
5256,104918510,8766653,0,B,22400,10200
5257,104919290,8767485,0,B,22500,17800
5258,104920170,8768074,0,B,22500,49800
5259,104920330,8768241,0,B,22500,1000
5260,104923270,8770876,0,B,22300,20000
5261,104923790,8771264,0,B,22500,3000
5262,104925980,8773533,0,B,22500,5700
5263,104926760,8774148,0,B,22600,800
5264,104926830,8774199,0,B,22400,14400
5265,104926950,8774280,0,B,22400,2000
5266,104927770,8774998,0,B,22300,9800
5267,104928440,8775916,0,S,22700,3000
5268,104928790,8776173,0,B,22500,20000
5269,104932070,8778982,0,S,22400,1100
5270,104932860,8779665,0,B,22500,8400
5271,104934070,8780882,0,B,22600,48000
5272,104934180,8781057,0,B,22600,900
5273,104935950,8782581,0,B,22500,5100
5274,104937810,8784454,0,B,22600,800
5275,104942570,8788330,0,B,22500,20000
5276,104945580,8790820,0,B,22500,1500
5277,104946800,8791980,0,B,22500,200
5278,104947450,8792462,0,S,22600,3000
5279,104948870,8793570,0,B,22600,800
5280,104948970,8793672,0,S,23000,20000
5281,104950670,8794849,0,B,22400,1100
5282,104951520,8795389,0,B,22500,20000
5283,104954100,8797113,0,B,22500,20300
5284,104954700,8797532,0,B,22500,100
5285,104955470,8798185,0,S,22700,5000
5286,104957140,8799618,0,S,22500,100
5287,104958790,8801758,0,B,22500,10000
5288,105000010,8803104,0,B,22600,800
5289,105002540,8807183,0,B,22400,5000
5290,105003300,8807945,0,S,22700,24000
5291,105003580,8808271,0,B,22500,2200
5292,105004740,8810279,0,B,22500,20000
5293,105008820,8815430,0,B,22400,5000
5294,105009460,8816089,0,B,22500,38000
5295,105009610,8816285,0,B,22500,19600
5296,105010650,8818519,0,B,22600,800
5297,105010670,8818535,0,S,22600,9000
5298,105017580,8828402,0,B,22500,10000
5299,105018450,8829061,0,S,22600,750
5300,105019570,8831407,0,S,22800,5900
5301,105019670,8831495,0,S,23000,200
5302,105020200,8832143,0,S,22600,18100
5303,105021940,8834085,0,B,22600,700
5304,105022340,8835145,0,B,22600,1000
5305,105023150,8835896,0,S,22600,800
5306,105023920,8836576,0,B,22500,5100
5307,105023930,8836591,0,S,22600,46000
5308,105024930,8837676,0,S,23400,1800
5309,105026490,8839453,0,B,22400,1500
5310,105030840,8843428,0,B,22500,4000
5311,105031810,8844502,0,B,21800,4300
5312,105031870,8844529,0,B,22000,3000
5313,105033020,8845456,0,B,22600,900
5314,105036500,8848880,0,B,22400,4900
5315,105037270,8849841,0,B,22500,3200
5316,105039290,8851461,0,S,22600,2000
5317,105039730,8851875,0,B,22600,4000
5318,105043220,8855036,0,S,22800,50000
5319,105043430,8855241,0,S,22600,20000
5320,105043670,8855404,0,B,22600,900
5321,105044320,8855930,0,B,22600,1000
5322,105045980,8857670,0,B,22600,1000
5323,105046130,8857859,0,B,22500,3200
5324,105046320,8858121,0,S,22800,100
5325,105047950,8859536,0,B,22600,24500
5326,105049440,8860902,0,S,22700,7200
5327,105050360,8861622,0,S,23600,4200
5328,105051030,8862143,0,B,22500,100
5329,105053680,8864594,0,B,22500,10000
5330,105054100,8864977,0,S,22800,2000
5331,105054910,8865673,0,B,22600,800
5332,105057360,8867667,0,B,22600,600
5333,105101760,8871665,0,S,22600,10000
5334,105105520,8874952,0,B,22600,800
5335,105106880,8876121,0,B,22400,39700
5336,105107370,8876691,0,S,22800,38700
5337,105111920,8880335,0,S,22500,100
5338,105113780,8881927,0,S,22700,9500
5339,105116860,8884890,0,B,22600,800
5340,105117170,8885138,0,S,22600,10300
5341,105117310,8885274,0,S,22600,6000
5342,105118660,8886320,0,S,22600,300
5343,105119530,8887401,0,B,22300,1000
5344,105119660,8887508,0,B,22600,600
5345,105120880,8888414,0,S,22800,3000
5346,105127730,8894309,0,B,22600,800
5347,105138790,8903796,0,B,22600,800
5348,105145320,8908860,0,S,23000,22300
5349,105146010,8909370,0,B,22500,16300
5350,105146010,8909375,0,B,22500,200
5351,105150080,8912567,0,B,22600,900
5352,105152030,8914104,0,S,22700,70000
5353,105158030,8918930,0,B,22400,7500
5354,105158930,8919617,0,S,23000,1200
5355,105200380,8920739,0,S,22600,113400
5356,105200750,8921099,0,B,22600,800
5357,105207720,8926931,0,S,22600,20000
5358,105208570,8927465,0,S,22800,3000
5359,105208910,8927639,0,S,22600,4500
5360,105210460,8929244,0,S,22500,13500
5361,105211850,8930400,0,B,22600,800
5362,105212120,8930604,0,S,22500,1000
5363,105212630,8931025,0,B,22400,80000
5364,105216130,8933930,0,B,22500,2000
5365,105216520,8934314,0,S,23300,13000
5366,105217620,8935101,0,S,22600,10000
5367,105217970,8935357,0,B,22500,10000
5368,105218620,8935835,0,B,22500,100
5369,105222910,8939683,0,B,22600,700
5370,105234160,8948497,0,B,22600,900
5371,105237130,8950890,0,S,22500,300
5372,105244260,8956633,0,B,22400,3700
5373,105244810,8957177,0,B,22600,800
5374,105244860,8957209,0,B,22400,3400
5375,105246330,8958464,0,B,22500,5000
5376,105248370,8959954,0,S,22700,3000
5377,105248800,8960278,0,B,22500,9700
5378,105249830,8961241,0,S,22600,3300
5379,105251620,8962563,0,B,22500,100
5380,105255890,8966331,0,B,22600,700
5381,105257280,8967244,0,S,22700,100
5382,105300790,8970047,0,S,22900,6000
5383,105306910,8974995,0,B,22600,900
5384,105307180,8975264,0,B,22500,12200
5385,105310580,8977806,0,S,22700,20000
5386,105312660,8979433,0,S,22300,300
5387,105314590,8981162,0,B,21900,500
5388,105316600,8982902,0,S,24800,19900
5389,105317250,8983319,0,S,23100,10000
5390,105317770,8983606,0,B,22600,800
5391,105317790,8983615,0,S,22600,1000
5392,105322210,8986832,0,S,22600,3000
5393,105324900,8988691,0,S,23700,800
5394,105325800,8989310,0,S,22600,10000
5395,105325960,8989413,0,S,22600,2000
5396,105327540,8990456,0,S,23100,2900
5397,105328970,8991714,0,B,22600,800
5398,105329010,8991732,0,S,22600,7800
5399,105329780,8992252,0,S,23000,4500
5400,105333850,8995232,0,S,23000,10000
5401,105336860,8997674,0,B,22400,3000
5402,105339910,9000145,0,B,22600,800
5403,105341940,9001604,0,S,24800,4100
5404,105344790,9003598,0,B,22600,4400
5405,105347320,9005420,0,B,22600,15300
5406,105348030,9005819,0,B,22500,100
5407,105349050,9006646,0,S,22700,2800
5408,105350720,9007695,0,B,22600,900
5409,105352960,9009415,0,S,23500,2300
5410,105353490,9009772,0,S,22700,300
5411,105357980,9012974,0,S,22800,6000
5412,105359750,9014204,0,B,22400,400
5413,105401680,9015744,0,B,22400,3900
5414,105402160,9016091,0,B,22600,800
5415,105406020,9018860,0,B,22400,4900
5416,105406330,9019048,0,S,24800,4000
5417,105411270,9023063,0,B,22200,2000
5418,105412780,9024333,0,B,22600,700
5419,105415700,9026755,0,B,22500,100
5420,105420310,9030469,0,B,22500,5000
5421,105423960,9033300,0,B,22600,900
5422,105430490,9037944,0,B,22300,1100
5423,105434900,9041578,0,B,22600,700
5424,105435080,9041718,0,S,22500,6000
5425,105435190,9041798,0,S,22600,7000
5426,105438850,9044357,0,S,22800,1900
5427,105440070,9045303,0,S,22600,3700
5428,105440620,9045813,0,B,22500,1100
5429,105443540,9048180,0,B,22500,174000
5430,105445370,9049297,0,S,22500,2000
5431,105445850,9049656,0,B,22600,900
5432,105449560,9052831,0,B,22500,10000
5433,105451150,9053867,0,B,22500,100
5434,105452690,9055265,0,S,24100,10000
5435,105455950,9057729,0,B,22500,20000
5436,105456580,9058117,0,S,22600,10900
5437,105456760,9058216,0,B,22600,700
5438,105456990,9058363,0,S,22500,100
5439,105457040,9058406,0,B,22500,1000
5440,105459280,9060244,0,B,21900,4400
5441,105500570,9061213,0,B,22500,2200
5442,105504160,9064345,0,B,22500,400
5443,105504180,9064352,0,S,22500,600
5444,105505190,9065066,0,S,22600,100
5445,105506000,9065586,0,S,23200,28000
5446,105506560,9066010,0,B,22600,4200
5447,105508800,9067673,0,B,22600,900
5448,105509630,9068242,0,B,22500,100
5449,105511200,9069613,0,S,22600,600
5450,105512620,9070654,0,B,22500,700
5451,105512620,9070655,0,B,22500,700
5452,105512710,9070715,0,S,23000,900
5453,105515420,9072854,1,S,0,1100
5454,105515430,9072856,0,B,22500,1100
5455,105515430,9072857,0,B,22500,1100
5456,105515430,9072858,0,B,22500,1100
5457,105515430,9072859,0,B,22500,1100
5458,105515430,9072860,0,B,22500,1100
5459,105515430,9072863,0,B,22500,1100
5460,105515490,9072905,0,B,22500,1100
5461,105515500,9072907,0,B,22500,1100
5462,105515510,9072921,0,B,22500,1100
5463,105515520,9072930,0,B,22500,1100
5464,105515540,9072951,0,B,22500,1100
5465,105515940,9073221,0,S,22700,100
5466,105519120,9075967,0,B,22600,10000
5467,105519560,9076320,0,B,22600,700
5468,105521750,9077930,0,B,22500,1000
5469,105521970,9078193,0,B,22300,2300
5470,105523010,9079118,0,S,22600,5000
5471,105530610,9085056,0,B,22600,900
5472,105530750,9085227,0,S,22500,1000
5473,105533440,9087299,0,B,22300,135900
5474,105534930,9088602,0,S,24800,1000
5475,105536310,9089703,0,S,22500,16800
5476,105539440,9092625,0,S,22700,700
5477,105542000,9094938,0,B,22600,700
5478,105548220,9100135,0,S,22800,800
5479,105551840,9103161,0,B,22400,500
5480,105552850,9104092,0,B,22600,900
5481,105556330,9106868,0,S,22500,20300
5482,105556540,9106995,0,B,22400,1000
5483,105557500,9107654,0,S,24800,900
5484,105557620,9107749,0,B,22600,9100
5485,105557640,9107787,0,B,22500,9200
5486,105557790,9107951,0,B,22400,10000
5487,105601670,9111329,0,B,22400,2100
5488,105602590,9111991,0,S,22600,14600
5489,105603590,9112661,0,B,22500,2200
5490,105603930,9113049,0,B,22600,800
5491,105606470,9115037,0,S,23400,6000
5492,105612430,9119807,0,B,22500,9800
5493,105613540,9120809,0,B,22500,200
5494,105614570,9121543,0,B,22600,29100
5495,105614740,9121661,0,B,22600,800
5496,105615010,9121869,0,S,22600,10200
5497,105615620,9122401,0,S,22600,300
5498,105617830,9124109,0,S,22600,500
5499,105620230,9126078,0,S,22800,1300
5500,105621160,9126743,0,S,22900,3000
5501,105624680,9129268,0,B,22500,100
5502,105626000,9130423,0,B,22600,800
5503,105627610,9131640,0,B,22600,1000
5504,105630690,9134103,0,S,23000,20300
5505,105631980,9135164,0,S,23200,3000
5506,105635160,9137690,0,B,22300,10000
5507,105636800,9138956,0,B,22600,800
5508,105644200,9144970,0,B,22400,5000
5509,105646190,9146563,0,S,22500,19400
5510,105647670,9147604,0,S,22800,9800
5511,105647770,9147663,0,S,22600,1000
5512,105647770,9147667,0,S,22600,3500
5513,105647810,9147688,0,B,22600,700
5514,105651030,9150269,0,B,22900,100
5515,105651230,9150403,0,S,24800,200
5516,105652990,9151848,0,S,22600,20000
5517,105653460,9152159,0,S,22600,2000
5518,105655790,9153878,0,S,22700,10000
5519,105656320,9154297,0,B,22600,45000
5520,105657620,9155130,0,B,22500,100
5521,105659120,9156266,0,B,22600,900
5522,105703630,9159792,0,S,22600,5000
5523,105704420,9160525,0,B,22700,1800
5524,105707580,9162975,0,S,24800,2000
5525,105709570,9164457,0,B,22500,2200
5526,105709570,9164458,0,B,22500,2600
5527,105709910,9164762,0,B,22600,800
5528,105711220,9165814,0,B,22500,1100
5529,105712200,9166525,0,S,22500,700
5530,105712620,9166861,0,B,22500,400
5531,105715260,9168873,0,B,22500,1200
5532,105718270,9171133,0,S,22600,3300
5533,105718930,9171718,0,S,22700,1000
5534,105719780,9172408,0,B,22600,1000
5535,105720890,9173190,0,B,22600,700
5536,105721180,9173367,0,B,22400,2000
5537,105722840,9174806,0,B,22500,20000
5538,105723600,9175333,0,S,24000,300
5539,105724910,9176336,0,S,22600,4600
5540,105725970,9177217,0,S,22800,300
5541,105726500,9177612,0,S,22600,9800
5542,105727890,9178532,0,S,22600,3000
5543,105730240,9180151,0,B,21800,2000
5544,105731590,9181267,0,B,22600,900
5545,105733260,9182258,0,S,22500,5000
5546,105733600,9182488,0,S,22600,15000
5547,105736750,9185037,0,S,22600,20300
5548,105739330,9186921,0,B,22500,35600
5549,105742890,9189428,0,S,22700,2000
5550,105742930,9189466,0,B,22600,800
5551,105743480,9189865,0,S,22600,10000
5552,105745290,9190998,0,B,22000,1000
5553,105745570,9191168,0,B,22500,14300
5554,105745920,9191582,0,B,22400,1000
5555,105746800,9192210,0,B,22500,72800
5556,105746960,9192333,0,S,22700,3600
5557,105747630,9192767,0,S,22500,50
5558,105752780,9197064,0,S,22500,100
5559,105753650,9197678,0,B,22600,800
5560,105754470,9198161,0,S,22500,2000
5561,105800520,9202728,0,B,22400,3500
5562,105804660,9206448,0,B,22600,900
5563,105805170,9206775,0,S,22600,9000
5564,105811790,9211689,0,S,22600,2000
5565,105814570,9213783,0,S,22800,300
5566,105815660,9214646,0,B,22600,700
5567,105817030,9215918,0,B,22400,100
5568,105817150,9216011,0,B,22300,10000
5569,105825230,9221868,0,B,22300,200
5570,105826520,9222743,0,B,22600,900
5571,105830540,9225665,0,B,22300,3000
5572,105832740,9227366,0,B,22400,300
5573,105837900,9231275,0,B,22600,800
5574,105839780,9232692,0,B,22500,2000
5575,105842660,9234893,0,B,22500,100
5576,105842790,9235006,0,B,22500,1400
5577,105847040,9238082,0,S,22800,10000
5578,105848890,9239513,0,B,22600,800
5579,105859310,9246791,0,S,24000,2000
5580,105859880,9247127,0,B,22600,700
5581,105902670,9249072,0,S,22300,300
5582,105903480,9249549,0,S,22500,20000
5583,105904390,9250281,0,S,22600,200
5584,105904560,9250397,0,B,22500,1300
5585,105910710,9254775,0,B,22600,800
5586,105911710,9255423,0,S,23400,6000
5587,105914020,9257257,0,S,23000,900
5588,105915080,9257970,0,B,22400,10000
5589,105919500,9261380,0,S,24800,34000
5590,105919770,9261621,0,B,22500,5000
5591,105922070,9263273,0,B,22600,800
5592,105922510,9263672,0,S,23600,22700
5593,105923250,9264191,0,B,22500,10000
5594,105926890,9267070,0,S,22600,300
5595,105930670,9269917,0,B,22500,1000
5596,105930830,9270036,0,B,22700,100
5597,105931000,9270193,0,S,22600,10000
5598,105933190,9271747,0,B,22600,700
5599,105940110,9276962,0,S,23000,1000
5600,105942390,9278599,0,B,22400,5000
5601,105943810,9279741,0,B,22600,900
5602,105944180,9279994,0,S,22500,800
5603,105949350,9284025,0,S,22600,13000
5604,105949930,9284404,0,S,22700,10000
5605,105954440,9287660,0,B,22200,1300
5606,105955160,9288329,0,B,22600,800
5607,105958180,9291332,0,S,22800,11400
5608,110000570,9294360,0,B,22500,2200
5609,110006300,9303792,0,B,22600,800
5610,110008230,9307617,0,B,22300,2300
5611,110008680,9308000,0,S,22600,10000
5612,110009000,9308212,0,S,22600,10000
5613,110009030,9308227,0,B,22500,100
5614,110009130,9308352,0,S,22600,12400
5615,110009150,9308358,0,S,22500,32300
5616,110010570,9310978,0,S,23000,1000
5617,110010870,9311348,0,S,22800,800
5618,110011970,9312435,0,S,22600,7400
5619,110014980,9316635,0,B,22500,3500
5620,110016990,9319531,0,B,22600,900
5621,110023160,9326180,0,S,23100,3000
5622,110027840,9331029,0,B,22600,800
5623,110028740,9332302,0,S,22800,1200
5624,110030270,9333465,0,S,22600,10000
5625,110034350,9338137,0,S,23500,7100
5626,110034780,9338552,0,B,22500,800
5627,110036540,9340275,0,S,22600,11800
5628,110036600,9340342,0,S,22600,1400
5629,110038270,9342352,0,B,22600,100
5630,110038880,9342949,0,B,22600,800
5631,110047190,9352037,0,S,23000,2000
5632,110049850,9355432,0,B,20300,100
5633,110050270,9355835,0,B,22600,800
5634,110052260,9357952,0,S,22600,2000
5635,110054060,9359548,0,S,23500,20000
5636,110054390,9359820,0,B,22300,25100
5637,110056690,9362367,0,S,22600,10000
5638,110101150,9367789,0,B,22600,800
5639,110104150,9371319,0,S,22800,10000
5640,110105400,9372641,0,S,22600,3200
5641,110108030,9375716,0,S,22500,5400
5642,110108170,9375872,0,S,22500,6400
5643,110109400,9377039,0,S,22600,5000
5644,110109640,9377282,0,B,22600,400
5645,110112100,9379900,0,B,22600,700
5646,110123170,9391683,0,S,22800,2700
5647,110123780,9392198,0,B,22600,800
5648,110124540,9393100,0,B,22500,1000
5649,110124740,9393283,0,S,23400,600
5650,110125290,9394133,0,S,22700,5000
5651,110132670,9403718,0,B,22500,1600
5652,110134370,9406191,0,S,22500,5500
5653,110134780,9406799,0,B,22600,800
5654,110135140,9407110,0,B,22600,1500
5655,110136040,9408233,0,S,22700,10900
5656,110138760,9412695,0,B,22500,5000
5657,110140430,9415684,0,S,22600,2000
5658,110140500,9415819,0,B,22500,500
5659,110141350,9417082,0,S,22600,1200
5660,110141800,9417620,0,S,22600,5200
5661,110145760,9423111,0,B,22600,800
5662,110146510,9424631,0,B,22500,10000
5663,110149240,9428130,0,B,22400,1000
5664,110150070,9429192,0,S,22500,20000
5665,110152400,9431846,0,B,22500,2000
5666,110153090,9432494,0,B,22500,7000
5667,110154800,9434143,0,S,22800,5000
5668,110156790,9436305,0,B,22600,800
5669,110157750,9437190,0,B,22000,600
5670,110159350,9438930,0,S,22700,537700
5671,110201420,9441380,0,B,22200,1000
5672,110202530,9442416,0,B,22500,1000
5673,110202590,9442465,0,S,22600,14600
5674,110204230,9444268,0,S,22500,13000
5675,110207930,9447950,0,B,22600,900
5676,110209600,9449444,0,S,22500,600
5677,110210270,9450609,0,B,22300,5000
5678,110216850,9456825,0,S,22600,6300
5679,110216970,9456931,0,S,24800,5000
5680,110218740,9458368,0,B,22600,800
5681,110229530,9468326,0,B,22500,1600
5682,110229660,9468457,0,B,22600,700
5683,110232100,9470574,0,S,22500,5100
5684,110241410,9478418,0,B,22600,800
5685,110246400,9482679,0,B,20300,900
5686,110246650,9482832,0,B,22600,1800
5687,110248080,9483812,0,S,24800,10000
5688,110251780,9486881,0,B,22600,900
5689,110255780,9490201,0,S,23400,40600
5690,110256360,9490635,0,B,22600,1000
5691,110257130,9491250,0,B,22600,1300
5692,110257610,9491563,0,B,22600,1400
5693,110257630,9491581,0,B,22600,1200
5694,110257710,9491680,0,B,22600,1800
5695,110258640,9492507,0,S,22700,44700
5696,110300080,9493561,0,S,22600,31000
5697,110303030,9496018,0,B,22500,100
5698,110303110,9496088,0,B,22600,1800
5699,110303200,9496161,0,S,22500,2900
5700,110303270,9496213,0,B,22600,800
5701,110303880,9496748,0,S,22500,1800
5702,110306560,9498817,0,S,22600,2000
5703,110306770,9499059,0,S,22600,800
5704,110308190,9500324,0,S,22600,1000
5705,110308220,9500337,0,S,22600,14000
5706,110308250,9500350,0,S,22600,1100
5707,110308280,9500375,0,S,22600,4000
5708,110308320,9500427,0,S,22600,1800
5709,110308330,9500431,0,S,22600,5200
5710,110308380,9500458,0,S,22600,2700
5711,110308430,9500488,0,S,22600,6200
5712,110309350,9501149,0,B,22400,5000
5713,110309670,9501347,0,S,22600,2000
5714,110309680,9501357,0,S,22600,1100
5715,110310310,9501991,0,S,22600,1000
5716,110310840,9502388,0,S,22600,9800
5717,110311700,9503031,0,S,22500,10000
5718,110312560,9503753,0,S,22600,1700
5719,110314030,9505224,0,B,22600,800
5720,110315730,9506518,0,S,22600,900
5721,110318370,9508818,0,S,22600,50000
5722,110320270,9510406,0,B,21500,1000
5723,110324750,9513965,0,B,22600,700
5724,110327550,9516171,0,S,22600,4300
5725,110330630,9518728,0,S,22600,5000
5726,110330820,9518885,0,S,22600,20000
5727,110332850,9520388,0,S,22600,24800
5728,110335740,9522682,0,B,22600,800
5729,110338890,9525277,0,S,22600,8000
5730,110343140,9528292,0,B,22100,4200
5731,110343560,9528607,0,B,22400,5000
5732,110345520,9529911,0,S,22600,120000
5733,110346900,9530911,0,B,22600,800
5734,110349610,9532936,0,S,23000,4400
5735,110349770,9533064,0,B,22400,10000
5736,110358140,9539526,0,B,22600,800
5737,110400950,9541463,0,B,22500,2200
5738,110407640,9546356,0,S,22500,28600
5739,110408920,9547259,0,B,22600,700
5740,110413060,9550346,0,B,22400,1100
5741,110416990,9552862,0,B,22600,1000
5742,110418970,9554012,0,S,22800,10000
5743,110419720,9554570,0,B,22600,800
5744,110430860,9562044,0,B,22600,700
5745,110434800,9564696,0,S,23700,10000
5746,110435030,9564850,0,B,22900,100
5747,110439210,9567796,0,S,22600,3000
5748,110441970,9569453,0,B,22600,900
5749,110452190,9576163,0,S,22700,1000
5750,110452840,9576562,0,B,22600,800
5751,110454320,9577471,0,S,22600,5000
5752,110457720,9579672,0,S,22600,6000
5753,110457870,9579773,0,B,22600,100
5754,110458570,9580379,0,S,22600,100
5755,110459380,9580874,0,S,22500,10000
5756,110504040,9584075,0,B,22400,50000
5757,110504090,9584136,0,B,22600,800
5758,110514900,9591675,0,B,22600,800
5759,110517980,9593758,0,S,23500,1000
5760,110521410,9595872,0,S,22500,100
5761,110522250,9596418,0,S,22900,6900
5762,110525800,9598889,0,B,22600,800
5763,110527890,9600221,0,S,24700,10000
5764,110536860,9606300,0,B,22600,800
5765,110537850,9607025,0,S,22600,2000
5766,110538250,9607269,0,B,22300,4500
5767,110546880,9612958,0,B,22300,100
5768,110548170,9613807,0,B,22600,900
5769,110557870,9620058,0,S,23000,2000
5770,110559230,9620934,0,B,22600,800
5771,110600560,9621807,0,B,22500,2200
5772,110604810,9625010,0,S,23200,3000
5773,110607480,9626994,0,S,22500,7700
5774,110608060,9627507,0,S,22500,100
5775,110608520,9627857,0,S,22700,50000
5776,110609350,9628442,0,B,22500,400
5777,110610330,9629227,0,B,22600,800
5778,110617150,9633794,0,S,22500,1000
5779,110617870,9634213,0,S,24800,4000
5780,110619770,9635374,0,S,23000,2300
5781,110621030,9636180,0,B,22600,900
5782,110621220,9636302,0,S,22500,181800
5783,110623370,9637800,0,S,22600,2500
5784,110627880,9640859,0,S,22600,8300
5785,110631760,9643464,0,B,22600,700
5786,110642260,9650651,0,B,22500,200
5787,110642760,9650899,0,B,22600,800
5788,110643930,9651776,0,S,22600,6000
5789,110647780,9654185,0,S,22600,10000
5790,110653780,9658072,0,B,22600,900
5791,110659060,9661758,0,B,22400,1000
5792,110659230,9661901,0,S,22500,50000
5793,110659960,9662324,0,S,24800,1500
5794,110705100,9665961,0,B,22600,900
5795,110706380,9666774,0,S,22600,10000
5796,110708780,9668450,0,S,22500,600
5797,110709650,9669016,0,B,22400,4500
5798,110712780,9671117,0,S,22600,1100
5799,110716190,9673619,0,B,22600,800
5800,110727800,9681976,0,B,22600,800
5801,110738790,9690143,0,B,22600,800
5802,110741830,9692301,0,B,22600,2000
5803,110747970,9696387,0,S,24800,63200
5804,110749390,9697466,0,S,22700,5000
5805,110749650,9697609,0,B,22500,2000
5806,110749850,9697722,0,B,22600,800
5807,110751470,9698727,0,S,22600,300
5808,110753030,9699851,0,S,22500,3000
5809,110755890,9701607,0,S,22500,363600
5810,110755900,9701641,0,B,22500,20000
5811,110758600,9703358,0,S,22400,7800
5812,110759150,9703694,0,S,22500,100
5813,110800960,9705117,0,B,22600,700
5814,110801170,9705290,0,B,22500,100
5815,110802890,9706361,0,S,22800,2200
5816,110803830,9707035,0,S,22600,200
5817,110808130,9710176,0,B,22500,300
5818,110812210,9713022,0,B,22600,800
5819,110812350,9713151,0,S,22700,200
5820,110814080,9714505,0,S,22500,10000
5821,110816140,9716079,0,S,22400,6800
5822,110819480,9718726,0,S,22700,2000
5823,110820240,9719177,0,S,22800,200
5824,110822960,9721011,0,B,22600,800
5825,110823950,9721653,0,S,22500,1100
5826,110824850,9722395,0,B,22300,5500
5827,110826030,9723245,0,S,22500,27700
5828,110827800,9724366,0,B,22400,100
5829,110829190,9725282,0,B,22000,5000
5830,110829530,9725519,0,B,22300,17800
5831,110830100,9725910,0,S,22500,19800
5832,110831220,9726793,0,S,22500,5000
5833,110832670,9727658,0,B,22500,2500
5834,110833490,9728158,0,S,22500,700
5835,110833780,9728334,0,B,22600,800
5836,110838340,9731683,0,B,22400,19800
5837,110840700,9733413,0,S,22600,10000
5838,110842560,9734876,0,B,22500,2100
5839,110844890,9736444,0,B,22600,800
5840,110848000,9738683,0,B,22500,4700
5841,110850010,9740299,0,S,22500,89600
5842,110850480,9740601,0,B,22500,900
5843,110851580,9741220,0,S,22700,9000
5844,110854230,9742937,0,S,22600,3800
5845,110854290,9742961,0,S,23000,15000
5846,110854770,9743243,0,S,22500,7000
5847,110855860,9744114,0,B,22600,900
5848,110857220,9745012,0,S,22500,30000
5849,110901390,9748166,0,S,22500,5300
5850,110903600,9749427,0,S,22500,1100
5851,110905870,9751057,0,S,22500,5000
5852,110906800,9751705,0,B,22600,800
5853,110907090,9752010,0,S,22600,500
5854,110907810,9752549,0,B,22000,100
5855,110915030,9757508,0,S,22900,7500
5856,110916080,9758218,0,S,22500,5000
5857,110917700,9759273,0,B,22600,700
